,id,institution,rank,city,state,state_full,website,institution_level,institution_control,degree_graning_status,undergraduate_offering,graduate_offering,urbanization_degree,distance_education_offered,distance_education_programs_offered,undergraduate_application_fee,graduate_application_fee,graduation_rate,recommendations,admission_test_scores,TOEFL,total_applicants,total_admissions,acceptance_rate,total_enrolled,yield,SAT_reading_writing_lower,SAT_reading_writing_upper,SAT_math_lower,SAT_math_upper,ACT_composite_lower,ACT_composite_upper,ACT_english_lower,ACT_english_upper,ACT_math_lower,ACT_math_upper,out_of_state_tuition,out_of_state_fees,in_state_tuition,in_state_fees,out_of_state_total,in_state_total,address,city_id,location,lat,lon
617,618,University of Mount Union,150+,Alliance,OH,Ohio,www.mountunion.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Fringe,Yes,1,0,30.0,54.0,Considered,Required,Required,3422,2649,77.41,550,20.76,490.0,570.0,480.0,575.0,19.0,25.0,18.0,26.0,18.0,24.0,32200.0,400.0,32200.0,400.0,32600,32600,"1972 Clark Ave., Alliance, Ohio 44601-3929",34869,"(40.90423869999999, -81.1106865488107)",40.90423869999999, -81.1106865488107
618,619,University of Nebraska at Kearney,150+,Kearney,NE,Nebraska,www.unk.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Yes,1,45,45.0,32.0,Considered,Required,Required,5359,4738,88.41,833,17.58,460.0,550.0,500.0,550.0,19.0,26.0,18.0,25.0,18.0,25.0,12498.0,1666.0,6292.0,1670.0,14164,7962,"2504 9th Avenue, Kearney, Nebraska 68849-1212",9726,"(40.7017128, -99.0963521)",40.7017128, -99.0963521
619,620,University of Nebraska at Omaha,150+,Omaha,NE,Nebraska,www.unomaha.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,45,45.0,21.0,Recommended,Required,Required,8864,7294,82.29,2223,30.48,,,,,18.0,26.0,17.0,26.0,17.0,25.0,19926.0,1792.0,6344.0,1792.0,21718,8136,"6001 Dodge St, Omaha, Nebraska 68182-0225",3461,"(41.259514, -96.0051)",41.259514, -96.0051
620,621,University of Nebraska-Lincoln,136,Lincoln,NE,Nebraska,www.unl.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,45,50.0,39.0,Not Required,Considered,Required,17495,13601,77.74,4771,35.08,550.0,650.0,560.0,670.0,22.0,28.0,21.0,27.0,21.0,28.0,24900.0,1920.0,7770.0,1920.0,26820,9690,"1400 R Street, Lincoln, Nebraska 68588-0419",3439,"(40.8178402, -96.70026)",40.8178402, -96.70026
621,622,University of Nevada-Las Vegas,150+,Las Vegas,NV,Nevada,www.unlv.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,60,60.0,13.0,Not Required,Required,Recommended,13256,10740,81.02,4475,41.67,520.0,620.0,510.0,630.0,19.0,25.0,18.0,25.0,17.0,25.0,23580.0,758.0,7927.0,758.0,24338,8685,"4505 S Maryland Pky, Las Vegas, Nevada 89154",3438,"(36.1441494, -115.1369307)",36.1441494, -115.1369307
622,623,University of Nevada-Reno,150+,Reno,NV,Nevada,www.unr.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,60,60.0,29.0,Not Required,Required,Required,9644,8419,87.3,3351,39.8,530.0,630.0,530.0,630.0,20.0,26.0,19.0,26.0,19.0,26.0,22922.0,1098.0,7268.0,1098.0,24020,8366,"North Virginia Street, Reno, Nevada 89557",3471,"(39.542729, -119.8172801)",39.542729, -119.8172801
623,624,University of New Hampshire at Manchester,150+,Manchester,NH,New Hampshire,manchester.unh.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,City: Midsize,Yes,0,65,65.0,44.0,Required,Considered,Required,265,226,85.28,93,41.15,500.0,640.0,485.0,580.0,,,,,,,32460.0,628.0,15150.0,628.0,33088,15778,"88 Commercial Street, Manchester, New Hampshire 03101-1113",7936,"(42.98714775, -71.4687487863186)",42.98714775, -71.4687487863186
624,625,University of New Mexico-Main Campus,150+,Albuquerque,NM,New Mexico,www.unm.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,25,50.0,22.0,Not Required,Required,Required,10436,10054,96.34,2790,27.75,520.0,630.0,510.0,620.0,17.0,25.0,17.0,25.0,17.0,25.0,22801.0,1698.0,6463.0,1698.0,24499,8161,"1700 Lomas Blvd NE, Albuquerque, New Mexico 87106",3387,"(35.090176, -106.62518)",35.090176, -106.62518
625,626,University of New Orleans,150+,New Orleans,LA,Louisiana,new.uno.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,25,40.0,18.0,Not Required,Required,Required,5382,4462,82.91,1123,25.17,520.0,660.0,480.0,610.0,18.0,24.0,19.0,27.0,16.0,24.0,10926.0,2982.0,6090.0,2982.0,13908,9072,"2000 Lakeshore Drive, New Orleans, Louisiana 70148",3454,"(30.030585, -90.063222)",30.030585, -90.063222
626,627,University of North Carolina at Asheville,150+,Asheville,NC,North Carolina,www.unca.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,0,75,60.0,46.0,Required,Required,Required,3115,2474,79.42,586,23.69,540.0,650.0,520.0,620.0,21.0,28.0,20.0,29.0,19.0,26.0,21470.0,3122.0,4122.0,3122.0,24592,7244,"One University Heights, Asheville, North Carolina 28804-8510",7644,"(35.6185667, -82.5663739)",35.6185667, -82.5663739
627,628,University of North Carolina at Chapel Hill,150+,Chapel Hill,NC,North Carolina,www.unc.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,85,95.0,82.0,Required,Required,Required,41773,10445,25.0,4445,42.56,640.0,730.0,640.0,760.0,28.0,33.0,28.0,35.0,26.0,32.0,34198.0,1961.0,7019.0,1961.0,36159,8980,"103 South Bldg Cb 9100, Chapel Hill, North Carolina 27599",9801,"(35.90503535, -79.04775326525107)",35.90503535, -79.04775326525107
628,629,University of North Carolina at Charlotte,150+,Charlotte,NC,North Carolina,www.uncc.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,75,75.0,32.0,Considered,Required,Required,19949,15866,79.53,3999,25.2,560.0,640.0,550.0,640.0,22.0,27.0,21.0,26.0,21.0,27.0,17246.0,3284.0,3812.0,3284.0,20530,7096,"9201 University City Blvd, Charlotte, North Carolina 28223-0001",3403,"(35.3121753, -80.7337248)",35.3121753, -80.7337248
629,630,University of North Carolina at Greensboro,150+,Greensboro,NC,North Carolina,www.uncg.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,65,65.0,32.0,Not Required,Required,Required,9870,8640,87.54,2432,28.15,490.0,590.0,490.0,570.0,19.0,25.0,18.0,24.0,17.0,24.0,19581.0,2981.0,4422.0,2981.0,22562,7403,"1400 Spring Garden St, Greensboro, North Carolina 27402-6170",3424,"(36.066151, -79.8058177)",36.066151, -79.8058177
630,631,University of North Carolina Wilmington,150+,Wilmington,NC,North Carolina,www.uncw.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,80,75.0,53.0,Required,Required,Required,13633,9266,67.97,2025,21.85,590.0,660.0,570.0,650.0,23.0,27.0,21.0,27.0,21.0,26.0,18508.0,2738.0,4443.0,2738.0,21246,7181,"601 South College Road, Wilmington, North Carolina 28403-5963",7759,"(34.2249827, -77.86907743744479)",34.2249827, -77.86907743744479
631,632,University of North Dakota,150+,Grand Forks,ND,North Dakota,und.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,35,35.0,28.0,Not Required,Required,Required,5662,4912,86.75,1614,32.86,500.0,600.0,500.0,630.0,20.0,27.0,19.0,26.0,20.0,27.0,12810.0,1736.0,8540.0,1736.0,14546,10276,"264 Centennial Drive  Stop 8193, Grand Forks, North Dakota 58202-8193",8754,"(47.926541150000006, -97.07212085037051)",47.926541150000006, -97.07212085037051
632,633,University of North Florida,150+,Jacksonville,FL,Florida,www.unf.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,30,30.0,33.0,Considered,Required,Required,16551,13228,79.92,2739,20.71,530.0,630.0,510.0,600.0,20.0,27.0,20.0,26.0,18.0,25.0,17999.0,2794.0,4281.0,2108.0,20793,6389,"1 UNF Drive, Jacksonville, Florida 32224-7699",3435,"(30.26872995, -81.50959361780923)",30.26872995, -81.50959361780923
633,634,University of North Georgia,150+,Dahlonega,GA,Georgia,www.ung.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Yes,1,40,40.0,32.0,Not Required,Considered,Considered,11149,9081,81.45,4304,47.4,500.0,600.0,490.0,580.0,19.0,25.0,18.0,25.0,18.0,25.0,13194.0,1287.0,3689.0,1287.0,14481,4976,"82 College Circle, Dahlonega, Georgia 30597",12343,"(34.53019435, -83.98574280559352)",34.53019435, -83.98574280559352
634,635,University of North Texas,150+,Denton,TX,Texas,www.unt.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,75,75.0,30.0,Not Required,Considered,Required,21514,18067,83.98,5291,29.29,530.0,630.0,520.0,610.0,20.0,27.0,20.0,28.0,18.0,26.0,18111.0,2795.0,8295.0,2795.0,20906,11090,"1501 W.Chestnut Ave., Denton, Texas 76203-1277",12599,"(33.2098879, -97.15147474975808)",33.2098879, -97.15147474975808
635,636,University of North Texas at Dallas,150+,Dallas,TX,Texas,untdallas.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,0,40,50.0,19.0,Considered,Required,Recommended,2324,2161,92.99,434,20.08,330.0,460.0,400.0,510.0,16.0,21.0,,,,,20109.0,1678.0,6677.0,1466.0,21787,8143,"7300 University Hills Drive, Dallas, Texas 75241",3411,"(32.659429200000005, -96.803377524705)",32.659429200000005, -96.803377524705
636,637,University of Northern Colorado,150+,Greeley,CO,Colorado,www.unco.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,50,50.0,28.0,Not Required,Required,Required,9149,8024,87.7,1357,16.91,490.0,610.0,490.0,590.0,19.0,26.0,18.0,26.0,17.0,25.0,19854.0,2466.0,7596.0,2466.0,22320,10062,"Carter Hall - Rm 4000, Greeley, Colorado 80639",33374,"(40.40650015, -104.69332749722545)",40.40650015, -104.69332749722545
637,638,University of Oklahoma-Norman Campus,150+,Norman,OK,Oklahoma,www.ou.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Midsize,Yes,1,40,50.0,42.0,Recommended,Considered,Required,15451,12883,83.38,4422,34.32,560.0,650.0,540.0,650.0,23.0,29.0,22.0,30.0,21.0,27.0,20169.0,6900.0,4788.0,6900.0,27069,11688,"660 Parrington Oval, Norman, Oklahoma 73019-3072",13181,"(35.1959878, -97.44570827599858)",35.1959878, -97.44570827599858
638,639,University of Oregon,99,Eugene,OR,Oregon,www.uoregon.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,65,70.0,53.0,Considered,Considered,Recommended,28525,23906,83.81,3920,16.4,550.0,650.0,540.0,640.0,22.0,29.0,21.0,30.0,21.0,27.0,36912.0,2397.0,11460.0,2397.0,39309,13857,"110 Johnson Hall, Eugene, Oregon 97403",9224,"(44.044551549999994, -123.07173597767621)",44.044551549999994, -123.07173597767621
639,640,University of Pennsylvania,8,Philadelphia,PA,Pennsylvania,www.upenn.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,75,80.0,85.0,Required,Required,Recommended,42205,3789,8.98,2321,61.26,710.0,770.0,750.0,800.0,33.0,35.0,34.0,36.0,31.0,35.0,53166.0,6876.0,53166.0,6876.0,60042,60042,"34th & Spruce Street, Philadelphia, Pennsylvania 19104-6303",3465,"(39.9493382, -75.18964402998125)",39.9493382, -75.18964402998125
640,641,University of Pittsburgh-Bradford,150+,Bradford,PA,Pennsylvania,www.upb.pitt.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,Town: Remote,Yes,0,0,,37.0,Recommended,Considered,Required,3835,3037,79.19,366,12.05,480.0,575.0,470.0,570.0,18.0,25.0,15.0,24.0,16.0,24.0,24666.0,884.0,13198.0,884.0,25550,14082,"300 Campus Drive, Bradford, Pennsylvania 16701",9385,"(41.945, -78.672156)",41.945, -78.672156
641,642,University of Pittsburgh-Greensburg,150+,Greensburg,PA,Pennsylvania,www.greensburg.pitt.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,Suburb: Large,Yes,0,0,,24.0,Recommended,Considered,Required,2154,1939,90.02,363,18.72,500.0,590.0,490.0,580.0,20.0,24.0,19.0,23.0,19.0,24.0,24666.0,916.0,13198.0,916.0,25582,14114,"150 Finoli Drive, Greensburg, Pennsylvania 15601-5860",10405,"(40.275677349999995, -79.53354982510979)",40.275677349999995, -79.53354982510979
642,643,University of Pittsburgh-Johnstown,150+,Johnstown,PA,Pennsylvania,www.upj.pitt.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,Suburb: Small,Yes,0,0,,33.0,Recommended,Considered,Required,2750,2382,86.62,520,21.83,500.0,600.0,510.0,590.0,21.0,25.0,18.0,24.0,18.0,25.0,24666.0,892.0,13198.0,892.0,25558,14090,"450 Schoolhouse Road, Johnstown, Pennsylvania 15904",8151,"(40.2685966, -78.8357788)",40.2685966, -78.8357788
643,644,University of Pittsburgh-Pittsburgh Campus,150+,Pittsburgh,PA,Pennsylvania,www.pitt.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,55,75.0,65.0,Considered,Considered,Required,32549,20791,63.88,4230,20.35,623.0,700.0,620.0,720.0,28.0,32.0,26.0,34.0,26.0,31.0,32656.0,1050.0,18629.0,1050.0,33706,19679,"4200 Fifth Avenue, Pittsburgh, Pennsylvania 15260",3467,"(40.4443542, -79.9663604)",40.4443542, -79.9663604
644,645,University of Portland,150+,Portland,OR,Oregon,www.up.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,50,0.0,75.0,Required,Considered,Required,12562,9700,77.22,809,8.34,570.0,660.0,560.0,660.0,23.0,29.0,23.0,31.0,23.0,27.0,49424.0,220.0,49424.0,220.0,49644,49644,"5000 N Willamette Blvd, Portland, Oregon 97203-5798",3469,"(45.5761474, -122.7309448)",45.5761474, -122.7309448
645,646,University of Providence,150+,Great Falls,MT,Montana,www.uprovidence.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,0,50.0,28.0,Not Required,Required,Required,272,268,98.53,149,55.6,470.0,530.0,360.0,480.0,16.0,23.0,14.0,21.0,16.0,24.0,26462.0,200.0,26462.0,200.0,26662,26662,"1301 20th St S, Great Falls, Montana 59405-4996",10938,"(47.49075431620266, -111.273186)",47.49075431620266, -111.273186
646,647,University of Redlands,150+,Redlands,CA,California,www.redlands.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,50,50.0,68.0,Required,Required,Required,4900,3364,68.65,533,15.84,530.0,630.0,500.0,620.0,16.0,28.0,21.0,30.0,20.0,27.0,52150.0,350.0,52150.0,350.0,52500,52500,"1200 E. Colton Ave, Redlands, California 92373-0999",12848,"(34.0628448, -117.1374686)",34.0628448, -117.1374686
647,648,University of Rochester,34,Rochester,NY,New York,www.rochester.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,50,50.0,78.0,Required,Considered,Required,19607,6947,35.43,1363,19.62,650.0,720.0,680.0,790.0,30.0,34.0,31.0,35.0,28.0,34.0,57188.0,1053.0,57188.0,1053.0,58241,58241,"Wilson Blvd. - Wallis Hall, Rochester, New York 14627-0011",3474,"(43.1576969, -77.58829157560066)",43.1576969, -77.58829157560066
648,649,University of Saint Francis-Fort Wayne,150+,Fort Wayne,IN,Indiana,www.sf.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,0,0.0,40.0,Recommended,Considered,Required,1676,1660,99.05,404,24.34,480.0,590.0,480.0,570.0,19.0,25.0,17.0,25.0,18.0,24.0,31290.0,1130.0,31290.0,1130.0,32420,32420,"2701 Spring St, Fort Wayne, Indiana 46808-3994",3417,"(41.088486, -85.175023)",41.088486, -85.175023
649,650,University of Saint Joseph,150+,West Hartford,CT,Connecticut,www.usj.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,1,50,50.0,46.0,Required,Considered,Required,1579,1232,78.02,185,15.02,490.0,595.0,480.0,575.0,22.0,24.0,23.0,24.0,23.0,26.0,39636.0,2100.0,39636.0,2100.0,41736,41736,"1678 Asylum Avenue, West Hartford, Connecticut 06117",9182,"(41.781049800000005, -72.73242108031847)",41.781049800000005, -72.73242108031847
650,651,University of Saint Katherine,150+,San Marcos,CA,California,www.usk.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,Suburb: Large,Yes,0,50,,,Considered,Required,Required,58,37,63.79,32,86.49,480.0,550.0,520.0,560.0,17.0,24.0,17.0,23.0,18.0,25.0,24900.0,1800.0,24900.0,1800.0,26700,26700,"1637 Capalina Road, San Marcos, California 92069",39513,"(33.151236, -117.196611)",33.151236, -117.196611
651,652,University of San Francisco,103,San Francisco,CA,California,www.usfca.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,70,55.0,66.0,Required,Considered,Required,21477,15099,70.3,1142,7.56,570.0,660.0,570.0,670.0,24.0,30.0,24.0,32.0,23.0,28.0,51930.0,552.0,51930.0,552.0,52482,52482,"2130 Fulton St, San Francisco, California 94117-1080",3483,"(37.779326600000005, -122.45144005900386)",37.779326600000005, -122.45144005900386
652,653,University of Scranton,150+,Scranton,PA,Pennsylvania,www.scranton.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,0,0.0,77.0,Required,Required,Required,9291,7315,78.73,895,12.24,560.0,640.0,540.0,640.0,23.0,28.0,22.0,30.0,22.0,28.0,46684.0,400.0,46684.0,400.0,47084,47084,"800 Linden Street, Scranton, Pennsylvania 18510-4699",7771,"(41.405358, -75.6582453)",41.405358, -75.6582453
